LogIndex,PCDate,PCTime,MEActFOCons,DGActFOCons,BlrActFOCons,MEActMGOCons,DGActMGOCons,BlrActMGOCons,MEAccFOCons,DGAccFOCons,BlrAccFOCons,DGAccMGOCons,BlrAccMGOCons,MEFOInTemp,DGFOInTemp,BlrFOInTemp,DGMGOInTemp,BlrMGOInTemp,FCMFODensity,DGFODensity,BlrFODensity,DGMGODensity,BlrMGODensity,DG1Power,DG2Power,DG3Power,MESFOC_kw,MESFOC_nmile,MERpm,METorque,MEShaftPow,ShipSpdToWater,ShipSpd,ShipHeel,ShipTrim,ShipDraft,ShipSlip,WindSpd,WindDir,Latitude,Longitude,ShipDraughtBow,ShipDraughtAstern,ShipDraughtMidLft,ShipDraughtMidRgt
1042,2020/3/1,3:04:28,295.8096619,380.8540955,0,0,0,0,1791333.578,393979.6719,66637.33594,8230.600586,1858.788086,76.70156097,90.22309875,84.4984375,513.4458618,24.0453125,890.6798706,514.864502,821.65271,29.72529602,839.809082,1018,800,0,218.9560852,31.13785934,46,275,1351,9.5,9.153,0.11,2.09,8.055,-2.187129021,24.6,35,29.08 N,123.17 E,7.01,9.1,7.65,7.54
1043,2020/3/1,3:04:38,293.1322937,378.6885071,0,0,0,0,1791333.969,393981.0313,66637.33594,8230.600586,1858.788086,76.71718597,90.07718658,84.5140625,513.3500366,24.053125,890.5861206,515.083313,821.3600464,29.73691368,839.3624268,1013,803,0,221.2319183,30.85603142,46,273,1325,9.5,9.176,-0.12,1.72,8.21,-2.187129021,24.2,37,29.08 N,123.17 E,7.35,9.07,7.63,7.75
1044,2020/3/1,3:04:48,291.8244934,380.848175,0,0,0,0,1791334.547,393982.4531,66637.33594,8230.600586,1858.788086,76.70937347,90.164711,84.553125,513.4358521,24.0375,890.597168,514.946228,822.494812,29.75090218,839.3046875,1011,796,0,218.9230957,30.71836853,46,272,1333,9.5,9.159,-0.04,1.91,8.095,-2.187129021,24.7,37,29.08 N,123.17 E,7.14,9.05,7.71,7.75
1045,2020/3/1,3:05:00,297.9369507,380.3973389,0,0,0,0,1791335.063,393984.1875,66637.33594,8230.600586,1858.788086,76.71718597,90.18755341,84.50625,513.3654175,24.053125,890.7024536,514.9143066,823.171936,29.74858665,839.708313,1024,809,0,214.4974518,31.69542122,47,282,1389,9.4,9.159,0.15,1.89,8.185,1.03983295,25,37,29.08 N,123.17 E,7.24,9.13,7.66,7.51
1046,2020/3/1,3:05:10,291.8998718,380.8215637,0,0,0,0,1791335.547,393985.7031,66637.33594,8230.600586,1858.788086,76.69374847,90.30482483,84.4515625,513.4386597,24.0375,890.6885986,514.7329712,823.6630859,29.74724197,839.6005859,1021,810,0,215.2653961,31.05317879,46,276,1356,9.4,9.146,0.43,1.88,8.17,-1.111474991,24.6,37,29.08 N,123.17 E,7.23,9.11,7.8,7.37
1047,2020/3/1,3:05:20,285.5884094,387.4335632,0,0,0,0,1791335.938,393987.0625,66637.33594,8230.600586,1858.788086,76.69374847,90.30271149,84.4671875,513.3890381,24.0453125,890.8262329,514.7416382,823.2634888,29.7519989,839.7565918,1005,790,0,209.8371887,30.06193733,47,279,1361,9.5,9.146,-0.14,2.27,8.045,-0.01293477,24.2,35,29.08 N,123.17 E,6.91,9.18,7.52,7.66
1048,2020/3/1,3:05:32,289.4970703,379.3809204,0,0,0,0,1791336.781,393988.7188,66637.33594,8230.600586,1858.788086,76.72499847,90.27579498,84.4515625,513.3899536,24.0375,890.6382446,514.7927856,823.0336304,29.7518692,839.8591919,1010,804,0,209.4768982,30.47337532,47,279,1382,9.5,9.153,-0.13,2.04,8.08,-0.01293477,24.3,34,29.08 N,123.17 E,7.06,9.1,7.58,7.71
1049,2020/3/1,3:05:42,291.6904297,380.4802246,0,0,0,0,1791336.844,393990.1563,66637.33594,8230.600586,1858.788086,76.69374847,90.25166321,84.44375,513.3913574,24.0375,890.802124,514.8297729,822.6502686,29.74689102,839.7939453,1018,810,0,224.8962402,30.70425606,46,268,1297,9.5,9.153,0.32,2.18,8.17,-2.187129021,24.8,35,29.08 N,123.17 E,7.08,9.26,7.79,7.47
1050,2020/3/1,3:05:52,292.4179993,378.3840027,0,0,0,0,1791337.281,393991.7188,66637.33594,8230.600586,1858.788086,76.66249847,90.28154755,84.4359375,513.3713379,24.0375,890.8369751,514.7779541,822.4822998,29.74124146,840.0162354,1009,797,0,218.548584,30.78084183,46,272,1338,9.5,9.176,-0.06,2.57,7.845,-2.187129021,24.1,30,29.08 N,123.17 E,6.56,9.13,7.63,7.69
1051,2020/3/1,3:06:04,294.9406128,379.1595459,0,0,0,0,1791337.672,393993.0781,66637.33594,8230.600586,1858.788086,76.70156097,90.16013336,84.44375,513.3493652,24.0296875,890.7051392,514.9769897,822.1704102,29.75902557,839.4378052,1019,806,0,214.3463745,31.046381,46,280,1376,9.5,9.176,-0.1,2.1,8.03,-2.187129021,23.1,33,29.08 N,123.17 E,6.98,9.08,7.63,7.73
1052,2020/3/1,3:06:14,296.449646,376.7254028,0,0,0,0,1791338.438,393994.8125,66637.33594,8230.600586,1858.788086,76.70156097,90.17085266,84.4203125,513.352356,24.0296875,890.7572632,514.9575806,822.8247681,29.76417923,840.0369263,1022,807,0,220.4086609,31.20522499,46,276,1345,9.5,9.176,0.23,2,8.1,-2.187129021,23.8,34,29.08 N,123.17 E,7.1,9.1,7.79,7.56
1053,2020/3/1,3:06:24,292.4916077,375.4247131,0,0,0,0,1791338.828,393996.1719,66637.33594,8230.600586,1858.788086,76.70937347,90.22388458,84.4203125,513.2978516,24.0296875,890.6106567,514.8717041,822.8190308,29.76092529,839.1967163,1014,801,0,218.1145477,31.11612892,46,274,1341,9.4,9.156,0.22,1.81,8.245,-1.111474991,24.1,30,29.08 N,123.17 E,7.34,9.15,7.67,7.45
1054,2020/3/1,3:06:34,295.2211609,378.3807678,0,0,0,0,1791339.266,393997.7344,66637.33594,8230.600586,1858.788086,76.67031097,90.1667099,84.396875,513.3583984,24.021875,890.8626709,514.9620972,822.6664429,29.75735474,839.8910522,1025,816,0,220.1500092,31.07591248,46,273,1341,9.5,9.155,0.33,2.35,8.015,-2.187129021,25,34,29.08 N,123.17 E,6.84,9.19,7.72,7.39
1055,2020/3/1,3:06:46,295.9875183,382.5500793,0,0,0,0,1791339.844,393999.4063,66637.33594,8230.600586,1858.788086,76.68593597,90.15618134,84.3734375,513.3320313,24.021875,890.7871094,514.9887085,822.1287231,29.77413559,839.5476685,1041,831,0,219.5753174,31.15657997,46,275,1348,9.5,9.151,0.16,2.05,8.115,-2.187129021,24.8,37,29.08 N,123.17 E,7.09,9.14,7.63,7.47
1056,2020/3/1,3:06:56,293.868866,380.3285828,0,0,0,0,1791340.422,394000.8281,66637.33594,8230.600586,1858.788086,76.66249847,90.14886475,84.396875,513.3447876,24.0296875,890.8907471,514.9992065,821.7089844,29.78266907,839.8796387,1031,821,0,219.30513,30.93356514,46,274,1340,9.5,9.151,0.09,2.39,8.015,-2.187129021,24.8,35,29.08 N,123.17 E,6.82,9.21,7.74,7.65
1057,2020/3/1,3:07:06,292.7945862,378.8114929,0,0,0,0,1791340.484,394002.2656,66637.33594,8230.600586,1858.788086,76.68593597,90.16296387,84.3890625,513.3018188,24.0140625,890.6943359,514.9675293,821.5581665,29.76430893,839.4581299,1021,805,0,211.556778,30.82048225,46,281,1384,9.5,9.172,0.16,2.16,8.03,-2.187129021,24.7,38,29.08 N,123.17 E,6.95,9.11,7.67,7.51
1058,2020/3/1,3:07:18,288.3815918,381.4559937,0,0,0,0,1791341.078,394003.9219,66637.33594,8230.600586,1858.788086,76.69374847,90.02159882,84.396875,513.3895264,24.00625,890.642334,515.1783447,820.967041,29.76208305,839.8577881,1011,790,0,211.8894806,30.35595703,47,275,1361,9.5,9.161,0.07,2.23,8.015,-0.01293477,24.9,37,29.08 N,123.17 E,6.9,9.13,7.62,7.55
1059,2020/3/1,3:07:28,291.1707458,383.4856873,0,0,0,0,1791341.563,394005.4375,66637.33594,8230.600586,1858.788086,76.70937347,90.16241455,84.4125,513.2236328,24.0140625,890.5198364,514.9591675,821.0967407,29.78477669,839.720459,1025,815,0,211.4529724,30.64955139,47,280,1377,9.5,9.156,-0.05,1.89,8.135,-0.01293477,25.1,40,29.08 N,123.17 E,7.19,9.08,7.54,7.59
1060,2020/3/1,3:07:38,289.2590027,385.2036438,0,0,0,0,1791342.156,394006.8438,66637.33594,8230.600586,1858.788086,76.68593597,90.24778748,84.4203125,513.2969971,24.0140625,890.6616821,514.8204346,821.6383057,29.7661972,839.6516724,1027,813,0,216.5112305,30.44831657,46,272,1336,9.5,9.156,0.45,2.39,8.005,-2.187129021,24.5,38,29.08 N,123.17 E,6.81,9.2,7.64,7.19
1061,2020/3/1,3:07:50,297.7068787,380.3293152,0,0,0,0,1791342.672,394008.5781,66637.33594,8230.600586,1858.788086,76.67812347,90.25201416,84.396875,513.2895508,24.021875,890.7179565,514.8131714,822.0351563,29.75749397,839.7028809,1031,817,0,219.8721466,31.33756638,47,277,1354,9.5,9.181,0.32,2.51,7.935,-0.01293477,23.6,35,29.09 N,123.17 E,6.68,9.19,7.72,7.4
1062,2020/3/1,3:08:00,296.5529785,376.7817993,0,0,0,0,1791342.984,394010.0156,66637.33594,8230.600586,1858.788086,76.67812347,90.23149872,84.365625,513.2686157,24.00625,890.7304688,514.8487549,822.3404541,29.78111458,839.6328735,1013,805,0,216.6201477,31.54818916,46,279,1369,9.4,9.176,-0.13,1.87,8.125,-1.111474991,24.2,33,29.09 N,123.17 E,7.19,9.06,7.58,7.71
1063,2020/3/1,3:08:10,297.074707,374.0930176,0,0,0,0,1791343.563,394011.4375,66637.33594,8230.600586,1858.788086,76.68593597,90.27979279,84.334375,513.262146,24.021875,890.748291,514.763855,822.7218018,29.79566956,839.614624,987,798,0,219.4052429,31.60369301,46,277,1354,9.4,9.157,0.1,2.36,7.97,-1.111474991,25.2,34,29.09 N,123.17 E,6.79,9.15,7.62,7.52
1064,2020/3/1,3:08:20,287.2051392,384.1132202,0,0,0,0,1791343.938,394012.8125,66637.33594,8230.600586,1858.788086,76.69374847,90.27439117,84.334375,513.4064331,24.00625,890.5386963,514.7689209,821.5802612,29.74622917,839.5564575,1027,818,0,214.4922638,30.55373764,47,274,1339,9.4,9.157,-0.21,1.93,8.145,1.03983295,25.4,34,29.09 N,123.17 E,7.18,9.11,7.61,7.82
1065,2020/3/1,3:08:32,296.164032,380.4293518,0,0,0,0,1791344.469,394014.5313,66637.33594,8230.600586,1858.788086,76.67031097,90.21891785,84.303125,513.3085938,24.0140625,890.7576904,514.8635254,821.8690796,29.74625397,839.5309448,1038,834,0,219.8693695,31.50681114,47,275,1347,9.4,9.183,0.03,2.23,8.065,1.03983295,25.6,34,29.09 N,123.17 E,6.95,9.18,7.58,7.55
1066,2020/3/1,3:08:42,287.9756775,387.0398865,0,0,0,0,1791344.719,394016.0313,66637.33594,8230.600586,1858.788086,76.65468597,90.19048309,84.2875,513.3487549,24.00625,890.7672729,514.9122314,821.8740845,29.7522583,839.5477295,1037,825,0,214.9072266,30.63570976,46,275,1340,9.4,9.157,-0.09,2.33,7.985,-1.111474991,25.5,35,29.09 N,123.17 E,6.82,9.15,7.59,7.68
1067,2020/3/1,3:08:52,294.5103149,378.5724487,0,0,0,0,1791345.281,394017.4688,66637.33594,8230.600586,1858.788086,76.69374847,90.18680573,84.3109375,513.3781128,23.9984375,890.5639648,514.9257813,821.2207031,29.7335434,839.6663818,1031,820,0,216.870636,31.33088493,47,276,1358,9.4,9.157,-0.02,2.42,7.99,1.03983295,25.5,31,29.09 N,123.17 E,6.78,9.2,7.53,7.55
1068,2020/3/1,3:09:04,303.2072449,376.9970398,0,0,0,0,1791345.813,394019.1875,66637.33594,8230.600586,1858.788086,76.69374847,90.17108917,84.2796875,513.3047485,23.9984375,890.6726074,514.954834,821.5584106,29.75809479,839.631897,1023,802,0,224.7644501,32.25608826,47,276,1349,9.4,9.157,0.14,2.31,8.025,1.03983295,25.1,33,29.09 N,123.17 E,6.87,9.18,7.53,7.39
1069,2020/3/1,3:09:14,295.0873413,379.1864014,0,0,0,0,1791346.375,394020.625,66637.33594,8230.600586,1858.788086,76.69374847,90.26864624,84.2796875,513.4163818,23.9984375,890.6399536,514.8022461,821.6508179,29.74158478,840.1774292,1025,820,0,215.7071228,31.0618248,47,278,1368,9.5,9.157,-0.02,2.2,8.06,-0.01293477,24.2,31,29.09 N,123.17 E,6.96,9.16,7.77,7.79
1070,2020/3/1,3:09:24,290.0674133,383.4131165,0,0,0,0,1791346.703,394022.0469,66637.33594,8230.600586,1858.788086,76.70156097,90.19322968,84.2796875,513.3901367,23.990625,890.5565186,514.9312134,820.9650879,29.74804497,839.6917725,1022,814,0,211.8826904,30.53341103,46,279,1369,9.5,9.154,-0.11,2.1,8.09,-2.187129021,25.4,33,29.09 N,123.17 E,7.04,9.14,7.65,7.76
1071,2020/3/1,3:09:37,291.8769531,374.7283325,0,0,0,0,1791347.531,394023.7188,66637.33594,8230.600586,1858.788086,76.67031097,90.15784454,84.2953125,513.3394165,24.00625,890.7789307,514.9797363,821.1825562,29.74971199,839.8077393,1016,806,0,221.7910004,31.05073929,47,270,1316,9.4,9.161,0.01,2.33,8.035,1.03983295,25.7,31,29.09 N,123.17 E,6.87,9.2,7.66,7.65
1072,2020/3/1,3:09:47,292.4480896,374.9868469,0,0,0,0,1791347.594,394025.1563,66637.33594,8230.600586,1858.788086,76.68593597,90.16026306,84.271875,513.4417725,23.990625,890.6322632,514.9671631,821.1243896,29.7192955,839.4278564,1007,791,0,217.1106873,30.78400993,46,275,1347,9.5,9.161,-0.04,1.99,8.095,-2.187129021,26,34,29.09 N,123.17 E,7.1,9.09,7.55,7.59
1073,2020/3/1,3:09:57,290.2494812,378.421051,0,0,0,0,1791348.172,394026.5781,66637.33594,8230.600586,1858.788086,76.70937347,90.07120514,84.2796875,513.3612061,23.9984375,890.6101685,515.1028442,820.5808105,29.73309898,840.098999,1028,824,0,216.6040955,30.55257607,47,275,1340,9.5,9.156,-0.06,1.65,8.195,-0.01293477,25.7,35,29.09 N,123.17 E,7.37,9.02,7.64,7.7
1074,2020/3/1,3:10:07,297.6769714,379.0839539,0,0,0,0,1791348.484,394028.0156,66637.33594,8230.600586,1858.788086,76.68593597,90.0613327,84.271875,513.2818604,23.975,890.7966919,515.121582,820.9325562,29.72729301,839.9971924,1020,799,0,223.6491089,31.33441734,47,273,1331,9.5,9.156,0.29,2.25,8.105,-0.01293477,24.8,34,29.09 N,123.17 E,6.98,9.23,7.64,7.35
1075,2020/3/1,3:10:19,291.9178162,378.8905945,0,0,0,0,1791349.25,394029.75,66637.33594,8230.600586,1858.788086,76.67031097,90.17274475,84.2953125,513.3709717,23.990625,890.6965942,514.9467773,820.7056885,29.74636269,839.0944824,1013,796,0,217.6866608,30.72819138,47,274,1341,9.5,9.159,0.38,2.38,8.02,-0.01293477,25.4,35,29.09 N,123.17 E,6.83,9.21,7.7,7.32
1076,2020/3/1,3:10:29,293.7546692,373.5666809,0,0,0,0,1791349.578,394031.1719,66637.33594,8230.600586,1858.788086,76.67031097,90.1506958,84.2796875,513.2832031,23.9828125,890.5502319,514.9779053,821.2129517,29.72839546,839.3967285,989,789,0,220.2059021,30.92154503,46,273,1334,9.5,9.165,0.08,2.31,7.995,-2.187129021,25.4,35,29.09 N,123.17 E,6.84,9.15,7.72,7.64
1077,2020/3/1,3:10:39,292.8116455,373.9406128,0,0,0,0,1791349.891,394032.6094,66637.33594,8230.600586,1858.788086,76.67031097,90.06932068,84.3109375,513.3410645,23.990625,890.6986084,515.1234741,821.5525513,29.7231102,839.5678101,1035,835,0,223.6911011,30.82227898,46,268,1309,9.5,9.149,0.13,2.21,8.115,-2.187129021,25.4,37,29.09 N,123.17 E,7.01,9.22,7.63,7.5
1078,2020/3/1,3:10:51,298.0231323,375.1716309,0,0,0,0,1791350.422,394034.3281,66637.33594,8230.600586,1858.788086,76.66249847,90.19599915,84.2640625,513.3731689,23.990625,890.6964722,514.9376221,822.378479,29.71912575,839.8807983,1006,793,0,224.0775452,31.37085533,46,272,1330,9.5,9.133,0.3,2.15,8.125,-2.187129021,24.9,33,29.09 N,123.17 E,7.05,9.2,7.75,7.45
1079,2020/3/1,3:11:01,296.7170105,377.4525452,0,0,0,0,1791350.984,394035.7656,66637.33594,8230.600586,1858.788086,76.69374847,90.26047516,84.19375,513.3024292,23.990625,890.5366211,514.8483276,823.2177124,29.75400352,839.5639038,1031,815,0,221.430603,31.23336983,47,275,1340,9.5,9.137,0.09,1.82,8.25,-0.01293477,25.8,33,29.09 N,123.17 E,7.34,9.16,7.73,7.64
1080,2020/3/1,3:11:11,301.0673523,373.1126404,0,0,0,0,1791351.313,394037.1875,66637.33594,8230.600586,1858.788086,76.67812347,90.24550629,84.209375,513.3255005,23.975,890.7132568,514.8747559,822.5653687,29.73540497,839.8240356,1014,805,0,224.0084534,31.69129944,47,276,1344,9.5,9.137,-0.18,2.51,7.975,-0.01293477,25.7,34,29.09 N,123.17 E,6.72,9.23,7.67,7.85
1081,2020/3/1,3:11:23,295.6398621,379.374054,0,0,0,0,1791351.891,394038.8594,66637.33594,8230.600586,1858.788086,76.69374847,90.30693054,84.209375,513.4200439,23.990625,890.6193237,514.7869873,822.8028564,29.73392677,839.7203979,1018,804,0,225.8516846,31.11998558,46,267,1309,9.5,9.115,-0.08,2.41,8.005,-2.187129021,24.9,34,29.09 N,123.17 E,6.8,9.21,7.72,7.8
1082,2020/3/1,3:11:33,293.8270569,378.2370911,0,0,0,0,1791352.469,394040.2813,66637.33594,8230.600586,1858.788086,76.68593597,90.23682404,84.19375,513.5110474,23.9671875,890.6114502,514.9024048,822.348877,29.68563461,839.6593018,1006,791,0,217.3276978,30.92916298,47,275,1352,9.5,9.115,0.02,1.78,8.13,-0.01293477,25.3,33,29.09 N,123.17 E,7.24,9.02,7.76,7.74
1083,2020/3/1,3:11:43,294.3492126,378.8578796,0,0,0,0,1791353.031,394041.7188,66637.33594,8230.600586,1858.788086,76.65468597,90.14328766,84.2171875,513.3161011,23.9828125,890.7822876,515.0512085,821.8882446,29.73259544,839.8186035,1026,814,0,216.4332428,31.3137455,47,276,1360,9.4,9.115,0.27,2.15,8.135,1.03983295,26.2,34,29.09 N,123.17 E,7.06,9.21,7.58,7.31
1084,2020/3/1,3:11:55,294.6114502,376.2489624,0,0,0,0,1791353.094,394043.1563,66637.33594,8230.600586,1858.788086,76.67031097,90.1151123,84.225,513.3447876,23.9828125,890.5484619,515.0822754,821.4542236,29.72125053,839.3285522,1028,819,0,220.0234833,31.0117321,46,276,1339,9.5,9.106,0.07,1.84,8.18,-2.187129021,25.8,34,29.09 N,123.17 E,7.26,9.1,7.63,7.56
1085,2020/3/1,3:12:05,299.3381042,374.4052429,0,0,0,0,1791353.625,394044.875,66637.33594,8230.600586,1858.788086,76.65468597,90.24932861,84.2328125,513.3520508,23.9828125,890.7203979,514.8761597,821.4819946,29.72399521,839.6409302,1037,824,0,242.3790283,31.50927353,46,255,1235,9.5,9.106,0.19,2.06,8.11,-2.187129021,25.5,33,29.09 N,123.17 E,7.08,9.14,7.76,7.57
1086,2020/3/1,3:12:15,295.1836243,372.5069885,0,0,0,0,1791354.188,394046.3125,66637.33594,8230.600586,1858.788086,76.66249847,90.22592163,84.19375,513.4508667,23.975,890.659668,514.8947754,821.9693604,29.71630096,839.8214722,1010,796,0,218.3310852,31.07196045,47,275,1352,9.5,9.106,0.11,2.1,8.04,-0.01293477,25.7,34,29.09 N,123.17 E,6.99,9.09,7.62,7.51
1087,2020/3/1,3:12:25,298.2572021,374.175293,0,0,0,0,1791354.766,394047.7344,66637.33594,8230.600586,1858.788086,76.67812347,90.23652649,84.1703125,513.4533081,23.9828125,890.6299438,514.8617554,822.1953735,29.66578484,839.8313599,1011,799,0,219.1456299,31.39549446,47,277,1361,9.5,9.105,0.13,2.04,8.04,-0.01293477,25.6,34,29.09 N,123.17 E,7.02,9.06,7.66,7.53
1088,2020/3/1,3:12:37,295.4836731,376.0186462,0,0,0,0,1791354.906,394049.8438,66637.33594,8230.600586,1858.788086,76.66249847,90.23720551,84.1703125,513.4834595,23.975,890.8164673,514.8441162,821.5830688,29.66682625,839.5505371,993,778,0,226.5979156,31.10354424,47,270,1304,9.5,9.107,0.38,1.98,8.2,-0.01293477,25.8,33,29.09 N,123.17 E,7.21,9.19,7.63,7.25
1089,2020/3/1,3:12:47,298.4388123,370.0171814,0,0,0,0,1791355.594,394050.9063,66637.33594,8230.600586,1858.788086,76.66249847,90.20935059,84.1703125,513.3947754,23.9828125,890.6859741,514.8853149,821.8100586,29.70748138,839.149231,991,786,0,226.7772064,31.41461182,46,272,1316,9.5,9.107,0.18,2.68,7.9,-2.187129021,26.3,33,29.09 N,123.17 E,6.56,9.24,7.7,7.52
1090,2020/3/1,3:12:57,298.9425354,370.42276,0,0,0,0,1791355.922,394052.3281,66637.33594,8230.600586,1858.788086,76.68593597,90.1856308,84.1546875,513.4035034,23.975,890.6062622,514.9133911,822.2355347,29.71245956,840.0132446,990,778,0,220.9479218,31.46763611,46,277,1353,9.5,9.109,-0.01,2.39,7.985,-2.187129021,25.9,35,29.09 N,123.17 E,6.79,9.18,7.65,7.66
1091,2020/3/1,3:13:09,290.9378052,374.7474365,0,0,0,0,1791356.5,394054,66637.33594,8230.600586,1858.788086,76.66249847,90.27116394,84.13125,513.3574219,23.959375,890.729248,514.7672119,821.5915527,29.7087822,839.9894409,996,803,0,215.0316315,30.95083046,46,277,1353,9.4,9.109,-0.08,2.21,8.125,-1.111474991,25.6,30,29.09 N,123.17 E,7.02,9.23,7.54,7.62
1092,2020/3/1,3:13:19,291.408783,373.1360779,0,0,0,0,1791356.703,394055.7969,66637.33594,8230.600586,1858.788086,76.66249847,90.12143707,84.1234375,513.4290161,23.959375,890.7164917,514.9968872,822.4909668,29.692379,839.7861938,996,793,0,223.8162689,30.67460823,46,267,1302,9.5,9.095,0.32,2.48,8.01,-2.187129021,25.4,31,29.09 N,123.17 E,6.77,9.25,7.76,7.44
1093,2020/3/1,3:13:29,295.0589294,373.0075378,0,0,0,0,1791357.391,394056.8594,66637.33594,8230.600586,1858.788086,76.65468597,90.14479828,84.1234375,513.3348389,23.9671875,890.6972046,514.9612427,822.2659302,29.69599724,839.8167114,1004,798,0,220.0290375,31.05883408,46,273,1341,9.5,9.095,-0.09,1.92,8.13,-2.187129021,26.1,34,29.09 N,123.17 E,7.17,9.09,7.6,7.69
1094,2020/3/1,3:13:41,292.7078247,376.9577026,0,0,0,0,1791357.984,394058.5156,66637.33594,8230.600586,1858.788086,76.67031097,90.18196106,84.115625,513.4116821,23.9671875,890.7223511,514.9048462,822.4442749,29.68284035,839.9169312,1020,809,0,219.5857697,30.81134987,47,272,1333,9.5,9.084,-0.1,1.87,8.195,-0.01293477,25.9,34,29.09 N,123.17 E,7.26,9.13,7.56,7.66
1095,2020/3/1,3:13:51,294.0080261,373.8007507,0,0,0,0,1791358.297,394059.9531,66637.33594,8230.600586,1858.788086,76.65468597,90.18610382,84.1390625,513.385376,23.9671875,890.7665405,514.890625,821.7089844,29.72707748,839.5861206,1021,821,0,217.9451599,30.94821358,46,275,1349,9.5,9.084,0.04,2.19,8.065,-2.187129021,25.6,31,29.09 N,123.17 E,6.97,9.16,7.71,7.67
1096,2020/3/1,3:14:01,297.1637268,377.3052673,0,0,0,0,1791358.484,394061.7656,66637.33594,8230.600586,1858.788086,76.65468597,90.29950714,84.1234375,513.4024658,23.94375,890.8436279,514.7192383,821.49823,29.71136475,839.8053589,1019,804,0,220.447876,31.28039169,47,276,1348,9.5,9.084,0.01,2.09,8.095,-0.01293477,26,33,29.09 N,123.17 E,7.05,9.14,7.74,7.73
1097,2020/3/1,3:14:11,298.8752136,374.4618225,0,0,0,0,1791359.188,394062.8125,66637.33594,8230.600586,1858.788086,76.64687347,90.22132874,84.115625,513.3476563,23.9671875,890.8031006,514.8376465,821.2712402,29.69918251,839.4190063,1015,807,0,221.5531616,31.4605484,47,277,1349,9.5,9.084,0.17,2.34,8.06,-0.01293477,25.9,34,29.09 N,123.17 E,6.89,9.23,7.81,7.64
1098,2020/3/1,3:14:23,294.2589111,381.8927002,0,0,0,0,1791359.953,394064.5469,66637.33594,8230.600586,1858.788086,76.64687347,90.20188904,84.1078125,513.3789673,23.9671875,890.9661865,514.8654785,821.6622314,29.6932106,839.9346313,1036,824,0,217.3256378,30.97462273,47,277,1354,9.5,9.084,0.03,1.89,8.145,-0.01293477,25.4,33,29.09 N,123.17 E,7.2,9.09,7.56,7.53
1099,2020/3/1,3:14:33,296.568634,377.7468567,0,0,0,0,1791360.281,394065.9688,66637.33594,8230.600586,1858.788086,76.64687347,90.21618652,84.1,513.4251709,23.9515625,890.7329712,514.8370972,821.0946655,29.69164276,839.4154053,1019,798,0,220.6611786,31.21775055,46,275,1344,9.5,9.084,0.21,2.05,8.065,-2.187129021,25.2,33,29.09 N,123.17 E,7.04,9.09,7.68,7.47
1100,2020/3/1,3:14:43,296.3905334,369.6417542,0,0,0,0,1791360.469,394067.7813,66637.33594,8230.600586,1858.788086,76.63124847,90.19390869,84.084375,513.4160767,23.9515625,890.8475342,514.8661499,821.5421143,29.68321228,839.2667236,975,768,0,226.2523193,31.19900322,46,268,1310,9.5,9.084,0.25,2.13,8.085,-2.187129021,25.2,34,29.09 N,123.17 E,7.02,9.15,7.76,7.51
1101,2020/3/1,3:14:55,298.5317383,374.2012329,0,0,0,0,1791361.063,394069.4375,66637.33594,8230.600586,1858.788086,76.64687347,90.29837799,84.0921875,513.4241943,23.94375,890.6975098,514.6963501,821.527771,29.67962074,839.4428101,1019,809,0,220.970932,31.09705544,46,276,1351,9.6,9.064,-0.19,2.37,7.985,-3.262783051,26.2,33,29.10 N,123.17 E,6.8,9.17,7.39,7.58
1102,2020/3/1,3:15:05,295.4838867,380.6296997,0,0,0,0,1791361.938,394070.5625,66637.33594,8230.600586,1858.788086,76.64687347,90.19834137,84.0765625,513.4341431,23.9515625,890.7375488,514.8648071,821.1157837,29.69132805,839.8759155,1046,836,0,216.4717102,31.10356712,47,281,1365,9.5,9.061,0.1,2.15,8.095,-0.01293477,26.2,33,29.10 N,123.17 E,7.02,9.17,7.55,7.45
1103,2020/3/1,3:15:15,288.8661194,384.6327209,0,0,0,0,1791362.016,394071.9844,66637.33594,8230.600586,1858.788086,76.64687347,90.17749023,84.084375,513.4759521,23.959375,890.7557373,514.8972778,820.9517822,29.67868614,839.7851563,1022,808,0,219.0038757,30.40695953,46,271,1319,9.5,9.061,0.04,2.07,8.125,-2.187129021,26.2,33,29.10 N,123.17 E,7.09,9.16,7.62,7.58
