LogIndex,PCDate,PCTime,MEActFOCons,DGActFOCons,BlrActFOCons,MEActMGOCons,DGActMGOCons,BlrActMGOCons,MEAccFOCons,DGAccFOCons,BlrAccFOCons,DGAccMGOCons,BlrAccMGOCons,MEFOInTemp,DGFOInTemp,BlrFOInTemp,DGMGOInTemp,BlrMGOInTemp,FCMFODensity,DGFODensity,BlrFODensity,DGMGODensity,BlrMGODensity,DG1Power,DG2Power,DG3Power,MESFOC_kw,MESFOC_nmile,MERpm,METorque,MEShaftPow,ShipSpdToWater,ShipSpd,ShipHeel,ShipTrim,ShipDraft,ShipSlip,WindSpd,WindDir,Latitude,Longitude,ShipDraughtBow,ShipDraughtAstern,ShipDraughtMidLft,ShipDraughtMidRgt
3740,2020/3/1,11:02:15,611.6848755,351.4608765,0,0,0,0,1799305.266,394840.9844,66637.33594,8230.608398,1858.788086,80.97499847,90.71320343,86.053125,513.6050415,26.7796875,885.7211914,514.62677,809.7012939,29.08232689,835.284668,947,745,0,192.2932587,49.32942581,62,491,3181,12.4,11.987,0.17,1.99,8.155,1.03983295,32.3,14,30.49 N,122.53 E,7.16,9.15,7.44,7.27
3741,2020/3/1,11:02:27,609.099823,351.4463196,0,0,0,0,1799306.891,394842.6094,66637.33594,8230.608398,1858.788086,80.99062347,90.68761444,86.084375,513.588501,26.771875,885.5714111,514.6792603,809.4885864,29.08654022,835.3352051,943,742,0,190.8805389,49.12095261,61,493,3191,12.4,12.003,-0.03,1.75,8.285,-0.582464874,31.8,16,30.49 N,122.53 E,7.41,9.16,7.49,7.52
3742,2020/3/1,11:02:37,612.5289001,354.5693665,0,0,0,0,1799308.516,394843.9844,66637.33594,8230.608398,1858.788086,80.99843597,90.76250458,86.0453125,513.5690918,26.7796875,885.6864624,514.5645752,810.2982788,29.07920647,834.9454346,962,767,0,190.4629669,49.39749146,61,495,3216,12.4,12.019,-0.02,1.93,8.135,-0.582464874,32.7,12,30.49 N,122.53 E,7.17,9.1,7.33,7.35
3743,2020/3/1,11:02:47,609.8424683,354.5604248,0,0,0,0,1799309.891,394845.3594,66637.33594,8230.608398,1858.788086,80.95156097,90.73822021,86.0453125,513.581543,26.771875,885.7955933,514.590332,810.2963867,29.07508278,835.4647827,945,735,0,190.8142853,49.18084335,62,492,3196,12.4,12.041,0.23,2.06,8.19,1.03983295,32.5,13,30.49 N,122.53 E,7.16,9.22,7.64,7.41
3744,2020/3/1,11:02:59,608.1419678,354.1883545,0,0,0,0,1799311.531,394846.9688,66637.33594,8230.608398,1858.788086,80.98281097,90.69434357,86.0453125,513.6213379,26.7796875,885.7059937,514.6705933,809.6612549,29.07174301,835.1178589,947,757,0,191.7219391,49.0437088,61,490,3172,12.4,12.041,0.22,2.13,8.125,-0.582464874,31.3,10,30.49 N,122.53 E,7.06,9.19,7.54,7.32
3745,2020/3/1,11:03:09,611.2001038,350.8586731,0,0,0,0,1799312.406,394848.3438,66637.33594,8230.608398,1858.788086,80.94374847,90.73387909,86.0609375,513.6767578,26.7796875,885.8908691,514.6209106,809.4953003,29.05325699,835.2275391,966,766,0,194.1550446,49.29033279,61,487,3148,12.4,12.075,-0.24,1.97,8.225,-0.582464874,31.3,10,30.49 N,122.53 E,7.24,9.21,7.41,7.65
3746,2020/3/1,11:03:19,610.1511841,356.855835,0,0,0,0,1799314.031,394849.7188,66637.33594,8230.608398,1858.788086,80.98281097,90.7208252,86.053125,513.541687,26.7875,885.6983032,514.6427612,809.6774292,29.07829285,835.1102905,964,762,0,191.0902557,49.20574188,62,492,3193,12.4,12.09,0.21,2.05,8.255,1.03983295,30.9,9,30.49 N,122.53 E,7.23,9.28,7.51,7.3
3747,2020/3/1,11:03:29,605.9260254,356.3892822,0,0,0,0,1799315.469,394851.0313,66637.33594,8230.608398,1858.788086,80.99843597,90.69080353,86.0453125,513.6273804,26.7640625,885.5515747,514.6832275,809.1749878,29.06360626,835.2276001,947,751,0,191.7487488,48.86500168,62,488,3160,12.4,12.08,0.03,2.18,8.18,1.03983295,31.3,12,30.49 N,122.53 E,7.09,9.27,7.46,7.43
3748,2020/3/1,11:03:41,605.8012695,359.276062,0,0,0,0,1799317.031,394852.7188,66637.33594,8230.608398,1858.788086,80.98281097,90.64510345,86.06875,513.6495972,26.771875,885.7460938,514.762085,809.1558228,29.05810165,834.8147583,961,766,0,190.3239899,48.85494232,62,491,3183,12.4,12.08,-0.28,1.99,8.145,1.03983295,32.8,12,30.49 N,122.53 E,7.15,9.14,7.43,7.71
3749,2020/3/1,11:03:51,605.764679,357.7723694,0,0,0,0,1799317.906,394854.0938,66637.33594,8230.608398,1858.788086,80.97499847,90.72164154,86.1,513.6516113,26.771875,885.7817993,514.642395,808.2173462,29.0468483,834.8273926,966,772,0,190.4920349,48.85198975,62,490,3180,12.4,12.08,0.03,1.72,8.27,1.03983295,32.9,12,30.49 N,122.53 E,7.41,9.13,7.32,7.29
3750,2020/3/1,11:04:01,605.1315002,359.0030212,0,0,0,0,1799319.594,394855.4063,66637.33594,8230.608398,1858.788086,81.00624847,90.69893646,86.1,513.5807495,26.7796875,885.4991455,514.6796875,809.1499023,29.08732986,835.1074219,963,767,0,192.0442657,48.80092621,62,486,3151,12.4,12.063,0.22,1.95,8.235,1.03983295,32.4,10,30.49 N,122.53 E,7.26,9.21,7.46,7.24
3751,2020/3/1,11:04:13,598.8086853,366.9312439,0,0,0,0,1799320.922,394857.0781,66637.33594,8230.608398,1858.788086,80.97499847,90.56716919,86.0765625,513.593689,26.7796875,885.7836914,514.8779297,809.0689697,29.10113907,835.0168457,977,762,0,190.582016,48.29102325,62,485,3142,12.4,12.063,0.16,2.3,8.08,1.03983295,32.8,13,30.49 N,122.53 E,6.93,9.23,7.55,7.39
3752,2020/3/1,11:04:23,602.1799316,364.6372681,0,0,0,0,1799322.531,394858.4688,66637.33594,8230.608398,1858.788086,80.98281097,90.70272064,86.053125,513.6090088,26.7953125,885.7657471,514.6757813,809.2557983,29.07783508,835.6027222,970,772,0,188.7119751,48.56289673,62,490,3191,12.4,12.073,-0.16,2.02,8.17,1.03983295,32.4,9,30.49 N,122.53 E,7.16,9.18,7.31,7.47
3753,2020/3/1,11:04:33,602.300415,366.4927979,0,0,0,0,1799323.406,394859.8438,66637.33594,8230.608398,1858.788086,80.96718597,90.65826416,86.06875,513.6027832,26.7796875,885.8703003,514.7375488,809.267395,29.08157158,835.2593384,968,760,0,190.0600891,48.96751404,61,489,3169,12.3,12.073,0.03,2.18,8.19,0.228684053,32.9,10,30.49 N,122.53 E,7.1,9.28,7.54,7.51
3754,2020/3/1,11:04:45,611.4180603,360.2203064,0,0,0,0,1799325.531,394861.4688,66637.33594,8230.608398,1858.788086,81.00624847,90.76539612,86.084375,513.5932617,26.7875,885.5397949,514.5591431,808.5654297,29.07904053,835.0740967,963,763,0,190.1766968,49.3079071,62,495,3215,12.4,12.109,-0.1,2.15,8.205,1.03983295,32.7,9,30.49 N,122.53 E,7.13,9.28,7.5,7.6
3755,2020/3/1,11:04:55,613.5497742,360.3943176,0,0,0,0,1799326.656,394862.8438,66637.33594,8230.608398,1858.788086,81.00624847,90.72528839,86.06875,513.647644,26.7796875,885.5422363,514.6347656,808.9726563,29.06580544,835.291748,971,772,0,192.8795319,49.88209534,61,490,3181,12.3,12.109,0.03,1.97,8.195,0.228684053,31.9,10,30.49 N,122.53 E,7.21,9.18,7.42,7.39
3756,2020/3/1,11:05:05,612.1924438,360.3412476,0,0,0,0,1799328.031,394864.2188,66637.33594,8230.608398,1858.788086,80.99062347,90.70256042,86.0453125,513.5892944,26.7796875,885.7391968,514.6726685,809.2062988,29.09576225,835.1273193,960,749,0,191.7295532,49.77174377,62,492,3193,12.3,12.092,0.08,2.17,8.145,1.83789885,32.4,10,30.49 N,122.52 E,7.06,9.23,7.43,7.35
3757,2020/3/1,11:05:17,604.8762512,372.8725281,0,0,0,0,1799329.156,394865.5938,66637.33594,8230.608398,1858.788086,80.99062347,90.7097702,86.0609375,513.6265869,26.7796875,885.668457,514.6763916,807.9493408,29.05644035,835.4163818,975,762,0,188.6112366,49.17692947,61,494,3207,12.3,12.092,0.25,1.76,8.29,0.228684053,31.4,10,30.49 N,122.52 E,7.41,9.17,7.51,7.26
3758,2020/3/1,11:05:27,610.6765137,354.9589844,0,0,0,0,1799330.969,394867.2813,66637.33594,8230.608398,1858.788086,80.97499847,90.66605377,86.053125,513.5843506,26.7875,885.7512207,514.7506104,808.9678955,29.07273865,835.4260864,955,754,0,192.157486,49.64849854,61,491,3178,12.3,12.091,-0.26,1.7,8.28,0.228684053,33.1,17,30.49 N,122.52 E,7.43,9.13,7.63,7.89
3759,2020/3/1,11:05:37,608.5738831,359.10495,0,0,0,0,1799332.156,394868.5938,66637.33594,8230.608398,1858.788086,80.98281097,90.65628815,86.0765625,513.644104,26.7875,885.7514038,514.7651978,808.0390625,29.08104324,835.0023804,976,779,0,192.8307648,49.47755051,61,488,3156,12.3,12.073,0.08,2.16,8.19,0.228684053,33.1,12,30.49 N,122.52 E,7.11,9.27,7.51,7.43
3760,2020/3/1,11:05:47,605.0908813,361.2356567,0,0,0,0,1799333.531,394869.9688,66637.33594,8230.608398,1858.788086,80.99062347,90.67836761,86.084375,513.6243286,26.7953125,885.6821289,514.742981,807.8463745,29.09428215,835.2288208,955,757,0,191.0009155,49.19438171,62,490,3168,12.3,12.073,0.11,1.76,8.19,1.83789885,33.9,13,30.49 N,122.52 E,7.31,9.07,7.38,7.27
3761,2020/3/1,11:05:59,620.5272522,356.0887756,0,0,0,0,1799335.156,394871.5938,66637.33594,8230.608398,1858.788086,80.99843597,90.74111938,86.0609375,513.6033325,26.7875,885.5485229,514.6368408,808.2984009,29.07671547,835.1102905,965,765,0,192.1732025,50.44937134,61,499,3229,12.3,12.073,0.06,1.87,8.205,0.228684053,34.3,13,30.49 N,122.52 E,7.27,9.14,7.36,7.3
3762,2020/3/1,11:06:09,610.8398743,359.9642029,0,0,0,0,1799336.781,394872.9688,66637.33594,8230.608398,1858.788086,80.97499847,90.67268372,86.0765625,513.6293945,26.803125,885.7271118,514.729248,807.3676758,29.06248856,835.3361206,961,757,0,190.5896606,49.6617775,61,495,3205,12.3,12.073,-0.1,2.14,8.08,0.228684053,33.4,9,30.49 N,122.52 E,7.01,9.15,7.4,7.5
3763,2020/3/1,11:06:19,620.8554688,347.2407227,0,0,0,0,1799337.656,394874.3438,66637.33594,8230.608398,1858.788086,80.97499847,90.68454742,86.0765625,513.6207886,26.7953125,885.776123,514.6868286,808.0943604,29.07147789,834.7918701,957,755,0,193.8961487,50.47605515,62,494,3202,12.3,12.113,-0.1,2.06,8.15,1.83789885,33.2,13,30.49 N,122.52 E,7.12,9.18,7.41,7.51
3764,2020/3/1,11:06:31,611.6605835,358.8431396,0,0,0,0,1799339.297,394875.9531,66637.33594,8230.608398,1858.788086,80.99062347,90.66172028,86.0765625,513.6751099,26.7875,885.8463745,514.694519,808.0809937,29.03560829,834.9968262,953,750,0,191.2634735,49.72850418,61,493,3198,12.3,12.093,-0.07,1.81,8.265,0.228684053,32.6,10,30.49 N,122.52 E,7.36,9.17,7.47,7.54
3765,2020/3/1,11:06:41,595.7244263,362.4553223,0,0,0,0,1799340.672,394877.3281,66637.33594,8230.608398,1858.788086,81.00624847,90.59870148,86.06875,513.6473999,26.803125,885.7796631,514.7761841,808.1143799,29.06571198,835.2399902,977,780,0,190.0237427,48.4328804,62,482,3135,12.3,12.088,0.26,1.89,8.265,1.83789885,30.9,12,30.49 N,122.52 E,7.32,9.21,7.55,7.29
3766,2020/3/1,11:06:51,569.0793457,355.7822266,0,0,0,0,1799342.047,394878.7031,66637.33594,8230.608398,1858.788086,80.99843597,90.60710144,86.1,513.632019,26.7875,885.614563,514.746521,807.6156006,29.06518936,835.1630249,966,761,0,195.0906219,46.26661301,61,453,2917,12.3,12.088,-0.12,2.61,7.945,0.228684053,32.6,17,30.49 N,122.52 E,6.64,9.25,7.23,7.35
3767,2020/3/1,11:07:03,605.2529297,357.9302979,0,0,0,0,1799343.297,394880.7031,66637.33594,8230.608398,1858.788086,80.99843597,90.68776703,86.1,513.6184082,26.7953125,885.7267456,514.6027832,808.2497559,29.09090424,835.2637939,967,766,0,190.6308441,49.61089706,62,490,3175,12.2,12.064,-0.41,1.99,8.185,2.635964632,33.6,14,30.49 N,122.52 E,7.19,9.18,7.25,7.66
3768,2020/3/1,11:07:13,639.8945313,357.3806763,0,0,0,0,1799344.734,394881.7656,66637.33594,8230.608398,1858.788086,81.02968597,90.79679871,86.06875,513.6039429,26.7875,885.6484985,514.437439,809.0184326,29.0989666,835.2561646,967,765,0,189.6545715,52.45037079,61,519,3374,12.2,12.065,0.16,1.95,8.265,1.03983295,33.4,13,30.49 N,122.52 E,7.29,9.24,7.56,7.4
3769,2020/3/1,11:07:23,636.2543945,357.6696167,0,0,0,0,1799346.359,394883.1406,66637.33594,8230.608398,1858.788086,81.03749847,90.62619019,86.0765625,513.5983276,26.7953125,885.5287476,514.682373,808.8544312,29.0847187,835.74823,980,766,0,189.9833984,52.15200043,61,513,3349,12.2,12.075,0.16,1.94,8.27,1.03983295,32.7,9,30.49 N,122.52 E,7.3,9.24,7.57,7.41
3770,2020/3/1,11:07:33,611.0196228,360.2757874,0,0,0,0,1799347.422,394884.8281,66637.33594,8230.608398,1858.788086,81.02187347,90.57299805,86.0765625,513.6378784,26.7953125,885.5171509,514.779541,808.2955322,29.07567024,835.1777344,965,759,0,190.7647858,50.0835762,61,494,3203,12.2,12.064,-0.25,2.33,8.095,1.03983295,33.5,12,30.50 N,122.52 E,6.93,9.26,7.39,7.64
3771,2020/3/1,11:07:45,619.5844421,360.8280334,0,0,0,0,1799349,394886.5,66637.33594,8230.608398,1858.788086,81.00624847,90.51477051,86.084375,513.710083,26.803125,885.6732178,514.8796387,808.2080078,29.07035065,834.9938965,975,771,0,192.2384186,50.7856102,61,498,3223,12.2,12.083,-0.06,1.9,8.16,1.03983295,34.2,9,30.50 N,122.52 E,7.21,9.11,7.42,7.48
3772,2020/3/1,11:07:55,627.9756775,355.7441711,0,0,0,0,1799350.5,394887.5,66637.33594,8230.608398,1858.788086,81.00624847,90.53688812,86.084375,513.6078491,26.7953125,885.68573,514.8499756,808.4128418,29.07331276,835.2695923,965,756,0,191.9241028,51.47341537,62,506,3272,12.2,12.073,0.15,1.74,8.37,2.635964632,33,12,30.50 N,122.52 E,7.5,9.24,7.61,7.46
3773,2020/3/1,11:08:05,620.3667603,358.5549316,0,0,0,0,1799351.938,394888.8125,66637.33594,8230.608398,1858.788086,81.05312347,90.53127289,86.0609375,513.5568848,26.803125,885.4898682,514.8554077,808.4395752,29.09137154,835.1086426,960,762,0,188.6186523,50.43632126,62,505,3289,12.3,12.094,0.19,2.37,8.035,1.83789885,32.7,12,30.50 N,122.52 E,6.85,9.22,7.47,7.28
3774,2020/3/1,11:08:18,625.0183105,354.5307617,0,0,0,0,1799353.75,394890.5,66637.33594,8230.608398,1858.788086,81.05312347,90.63438416,86.0921875,513.6381836,26.7953125,885.5036621,514.6930542,808.2020874,29.07139969,834.8623047,955,760,0,188.8272858,51.23101044,61,509,3310,12.2,12.094,-0.06,1.88,8.2,1.03983295,33.3,13,30.50 N,122.52 E,7.26,9.14,7.44,7.5
3775,2020/3/1,11:08:28,618.0911255,357.0812378,0,0,0,0,1799354.813,394892.1875,66637.33594,8230.608398,1858.788086,81.02187347,90.56881714,86.0765625,513.6281128,26.7953125,885.6554565,514.7910767,808.2183228,29.07280731,835.4429321,953,751,0,190.8277588,50.66320801,61,501,3239,12.2,12.094,0.03,1.84,8.22,1.03983295,33.1,9,30.50 N,122.52 E,7.3,9.14,7.48,7.45
3776,2020/3/1,11:08:38,624.3992004,352.6628113,0,0,0,0,1799356.313,394893.1875,66637.33594,8230.608398,1858.788086,81.02968597,90.57180786,86.0765625,513.6715698,26.803125,885.5971069,514.774353,808.1077271,29.0629425,835.2542725,944,753,0,192.2411346,51.18026352,62,501,3248,12.2,12.127,0.01,1.79,8.265,2.635964632,33.9,10,30.50 N,122.52 E,7.37,9.16,7.46,7.45
3777,2020/3/1,11:08:50,615.2184448,354.3035889,0,0,0,0,1799358.203,394894.7969,66637.33594,8230.608398,1858.788086,81.02187347,90.69888306,86.053125,513.5883789,26.7953125,885.5689697,514.5616455,808.8496704,29.0755024,835.402771,950,759,0,189.8822327,50.427742,62,499,3240,12.2,12.129,0.07,2.03,8.275,2.635964632,34.2,12,30.50 N,122.52 E,7.26,9.29,7.59,7.52
3778,2020/3/1,11:09:00,613.9369507,354.3638916,0,0,0,0,1799359.328,394896.1719,66637.33594,8230.608398,1858.788086,81.02187347,90.53639984,86.0921875,513.6245728,26.803125,885.7179565,514.8175049,807.7891846,29.06952286,834.9984131,947,758,0,191.4962463,49.91357422,62,496,3206,12.3,12.137,0.11,1.92,8.26,1.83789885,34.9,10,30.50 N,122.52 E,7.3,9.22,7.5,7.39
3779,2020/3/1,11:09:10,626.8665161,350.6078491,0,0,0,0,1799360.375,394897.875,66637.33594,8230.608398,1858.788086,81.02968597,90.46148682,86.0765625,513.6553955,26.8109375,885.6383057,514.9230347,808.3766479,29.05711365,834.7955933,938,748,0,192.7041168,51.38249969,61,503,3253,12.2,12.137,0.12,1.98,8.2,1.03983295,34.8,9,30.50 N,122.52 E,7.21,9.19,7.48,7.36
3780,2020/3/1,11:09:20,622.6758118,355.3587341,0,0,0,0,1799361.875,394898.875,66637.33594,8230.608398,1858.788086,81.02968597,90.42520905,86.0921875,513.7030029,26.803125,885.5900269,514.9572144,807.5803223,29.05966377,835.2819214,963,767,0,192.2432251,50.62405014,61,500,3239,12.3,12.143,-0.13,2.13,8.145,0.228684053,34.5,9,30.50 N,122.52 E,7.08,9.21,7.37,7.5
3781,2020/3/1,11:09:32,611.8490906,366.105072,0,0,0,0,1799364.016,394900.4844,66637.33594,8230.608398,1858.788086,81.02187347,90.53023529,86.1078125,513.5921631,26.8109375,885.6765137,514.7860718,807.7548218,29.08238411,834.9700317,958,764,0,187.5686951,50.15156555,62,502,3262,12.2,12.153,-0.12,2.03,8.125,2.635964632,33.8,9,30.50 N,122.52 E,7.11,9.14,7.42,7.54
3782,2020/3/1,11:09:42,614.0730591,354.2824707,0,0,0,0,1799364.891,394901.8594,66637.33594,8230.608398,1858.788086,81.02968597,90.59449768,86.084375,513.574585,26.803125,885.5725098,514.6602783,807.8588257,29.08553505,834.7538452,939,745,0,190.7059174,50.33385849,61,498,3220,12.2,12.153,-0.04,2.07,8.155,1.03983295,34,10,30.50 N,122.52 E,7.12,9.19,7.45,7.49
3783,2020/3/1,11:09:52,620.717865,346.3216858,0,0,0,0,1799366.203,394903.5469,66637.33594,8230.608398,1858.788086,81.01406097,90.5582962,86.115625,513.7112427,26.803125,885.673584,514.7078857,807.777771,29.04890823,834.5372925,944,742,0,191.2843933,50.87851334,61,500,3245,12.2,12.146,-0.05,2.06,8.13,1.03983295,35.1,10,30.50 N,122.52 E,7.1,9.16,7.38,7.43
3784,2020/3/1,11:10:04,622.9275818,349.0935364,0,0,0,0,1799367.828,394905.1719,66637.33594,8230.608398,1858.788086,81.03749847,90.53282166,86.084375,513.5758667,26.8109375,885.7139282,514.7628784,808.4680176,29.08487892,835.4581909,935,744,0,190.4977264,51.05963898,62,505,3270,12.2,12.16,0.31,2.06,8.3,2.635964632,35.4,12,30.50 N,122.52 E,7.27,9.33,7.52,7.21
3785,2020/3/1,11:10:14,615.9678955,354.1950073,0,0,0,0,1799369.578,394906.1719,66637.33594,8230.608398,1858.788086,81.03749847,90.51944733,86.1,513.6708374,26.803125,885.7228394,514.7549438,807.9827271,29.0580864,835.0244751,940,745,0,189.8791351,50.48917007,61,500,3244,12.2,12.16,0.51,1.9,8.24,1.03983295,35.8,10,30.50 N,122.52 E,7.29,9.19,7.63,7.12
3786,2020/3/1,11:10:24,630.3609619,353.3779297,0,0,0,0,1799370.703,394907.5469,66637.33594,8230.608398,1858.788086,81.06093597,90.57360077,86.13125,513.6350098,26.803125,885.5404053,514.6881714,807.855896,29.07611656,835.0748291,956,753,0,188.6743317,51.66893005,61,514,3341,12.2,12.16,0.04,2.18,8.17,1.03983295,35.7,12,30.50 N,122.52 E,7.08,9.26,7.39,7.35
3787,2020/3/1,11:10:36,625.585083,349.4101563,0,0,0,0,1799372.344,394909.1563,66637.33594,8230.608398,1858.788086,81.04531097,90.55884552,86.0921875,513.6793213,26.8109375,885.6420898,514.7285156,808.8115234,29.0555191,834.8048096,951,753,0,190.9600372,51.27746582,62,506,3276,12.2,12.12,-0.08,2.01,8.215,2.635964632,34.6,14,30.50 N,122.52 E,7.21,9.22,7.4,7.48
3788,2020/3/1,11:10:46,623.7599182,355.839325,0,0,0,0,1799373.406,394910.8438,66637.33594,8230.608398,1858.788086,81.06874847,90.59406281,86.0921875,513.631897,26.803125,885.4699707,514.6743164,808.871582,29.07717514,834.87854,951,757,0,189.8812561,51.12786102,61,506,3285,12.2,12.12,0.03,2.23,8.105,1.03983295,33.6,12,30.50 N,122.52 E,6.99,9.22,7.5,7.47
3789,2020/3/1,11:10:56,627.707489,354.0422668,0,0,0,0,1799375.344,394911.9063,66637.33594,8230.608398,1858.788086,81.06874847,90.57132721,86.1234375,513.6222534,26.81875,885.4889526,514.7344971,808.3384399,29.08604813,835.0501709,950,757,0,193.0813599,51.45143509,62,502,3251,12.2,12.12,0,2.17,8.145,2.635964632,33.5,12,30.50 N,122.52 E,7.06,9.23,7.56,7.56
3790,2020/3/1,11:11:08,630.0428162,354.4831238,0,0,0,0,1799376.516,394913.2344,66637.33594,8230.608398,1858.788086,81.04531097,90.58930969,86.1234375,513.7049561,26.81875,885.6572266,514.722229,808.0991211,29.04522514,834.8681641,964,766,0,193.740097,51.64285278,61,502,3252,12.2,12.12,-0.13,1.95,8.205,1.03983295,32.9,13,30.50 N,122.52 E,7.23,9.18,7.28,7.41
3791,2020/3/1,11:11:18,626.0093689,356.6231384,0,0,0,0,1799378.094,394914.9063,66637.33594,8230.608398,1858.788086,81.04531097,90.63550568,86.1078125,513.6860962,26.8109375,885.6513672,514.6624146,808.270813,29.03974915,835.0718384,973,775,0,192.9150543,51.31224442,61,501,3245,12.2,12.14,0.11,1.87,8.265,1.03983295,34.8,14,30.50 N,122.52 E,7.33,9.2,7.54,7.43
3792,2020/3/1,11:11:28,627.3908081,357.4138794,0,0,0,0,1799379.156,394916.5938,66637.33594,8230.608398,1858.788086,81.07656097,90.72097015,86.115625,513.6653442,26.81875,885.4590454,514.5629883,808.0962524,29.06316566,835.1704102,966,766,0,193.8186035,51.00738144,62,499,3237,12.3,12.133,-0.25,2.36,8.1,1.83789885,34.9,13,30.50 N,122.52 E,6.92,9.28,7.42,7.67
3793,2020/3/1,11:11:38,629.4099731,353.8056641,0,0,0,0,1799380.781,394917.9688,66637.33594,8230.608398,1858.788086,81.02968597,90.66564178,86.1234375,513.6643677,26.8265625,885.6948242,514.6793213,808.0466309,29.07271957,835.0511475,954,753,0,191.2518921,51.17154312,61,507,3291,12.3,12.126,0.05,1.56,8.31,0.228684053,32.8,14,30.50 N,122.52 E,7.53,9.09,7.44,7.39
3794,2020/3/1,11:11:50,623.8999939,359.8262634,0,0,0,0,1799382.406,394919.5938,66637.33594,8230.608398,1858.788086,81.06093597,90.8214798,86.1234375,513.595459,26.81875,885.5349121,514.4490356,808.0361328,29.07042503,835.4469604,971,760,0,193.938446,50.72357559,61,497,3217,12.3,12.163,0.14,2.02,8.28,0.228684053,34.7,17,30.50 N,122.52 E,7.27,9.29,7.51,7.37
3795,2020/3/1,11:12:00,627.4940491,355.1025696,0,0,0,0,1799383.594,394920.6563,66637.33594,8230.608398,1858.788086,81.06874847,90.77159119,86.1390625,513.6621094,26.81875,885.6326904,514.5344849,808.4023438,29.05679703,835.1923218,957,760,0,191.0761414,51.01577759,62,508,3284,12.3,12.164,0.19,1.83,8.275,1.83789885,34.7,17,30.50 N,122.52 E,7.36,9.19,7.46,7.27
3796,2020/3/1,11:12:10,616.9164124,358.9033508,0,0,0,0,1799384.984,394922.2656,66637.33594,8230.608398,1858.788086,81.04531097,90.74085999,86.1234375,513.6478271,26.81875,885.7056274,514.5933228,808.2946167,29.05975342,835.4243164,959,766,0,193.2695465,50.1558075,61,495,3192,12.3,12.185,-0.02,1.82,8.24,0.228684053,32.7,17,30.50 N,122.52 E,7.33,9.15,7.55,7.57
3797,2020/3/1,11:12:22,615.4119263,360.9542236,0,0,0,0,1799386.609,394923.8906,66637.33594,8230.608398,1858.788086,81.04531097,90.78152466,86.1,513.6259766,26.8109375,885.6600952,514.5187378,808.5635376,29.06053543,834.7872314,975,778,0,189.8833466,50.03348923,61,500,3241,12.3,12.187,0.06,1.66,8.32,0.228684053,32.3,17,30.50 N,122.52 E,7.49,9.15,7.52,7.46
3798,2020/3/1,11:12:32,628.9750061,356.4848328,0,0,0,0,1799387.906,394925.3438,66637.33594,8230.608398,1858.788086,81.05312347,90.71043396,86.1,513.6372681,26.8265625,885.6835938,514.6203003,808.0466309,29.06142616,835.7131348,971,758,0,192.8779602,51.55532837,62,502,3261,12.2,12.187,0.25,2.28,8.12,2.635964632,32.9,17,30.50 N,122.52 E,6.98,9.26,7.55,7.3
3799,2020/3/1,11:12:42,629.3242493,351.3521423,0,0,0,0,1799389.344,394926.4063,66637.33594,8230.608398,1858.788086,81.05312347,90.64364624,86.13125,513.6896362,26.8265625,885.5211182,514.7196045,807.5546265,29.05185127,835.100769,968,758,0,192.3362579,51.58395386,62,504,3272,12.2,12.187,0,1.82,8.3,2.635964632,33.3,17,30.50 N,122.52 E,7.39,9.21,7.37,7.37
3800,2020/3/1,11:12:54,621.1641235,358.7156982,0,0,0,0,1799391.484,394928.0156,66637.33594,8230.608398,1858.788086,81.05312347,90.73171234,86.1234375,513.6615601,26.81875,885.5130005,514.5516357,807.7681885,29.06749916,835.2836914,963,764,0,193.0880127,50.50114822,62,498,3217,12.3,12.187,0.16,1.83,8.295,1.83789885,32.1,16,30.50 N,122.52 E,7.38,9.21,7.43,7.27
3801,2020/3/1,11:13:04,619.0836792,353.168335,0,0,0,0,1799392.359,394929.6406,66637.33594,8230.608398,1858.788086,81.04531097,90.67752075,86.115625,513.6419067,26.8109375,885.7142334,514.6082153,807.8292236,29.05929565,835.3334351,946,753,0,192.023468,50.33200455,62,498,3224,12.3,12.175,-0.12,2.38,8.13,1.83789885,32.2,16,30.51 N,122.52 E,6.94,9.32,7.36,7.48
3802,2020/3/1,11:13:14,623.2319336,353.9017334,0,0,0,0,1799393.656,394931.0938,66637.33594,8230.608398,1858.788086,81.04531097,90.63082123,86.1234375,513.678833,26.834375,885.5599976,514.6696777,808.4319458,29.05828857,835.4535522,948,746,0,192.7720184,50.66926193,61,498,3233,12.3,12.213,-0.13,2.1,8.19,0.228684053,31.8,16,30.51 N,122.52 E,7.14,9.24,7.42,7.55
3803,2020/3/1,11:13:24,623.7913818,356.319458,0,0,0,0,1799395.156,394932.0938,66637.33594,8230.608398,1858.788086,81.06874847,90.57029724,86.1390625,513.6470947,26.8265625,885.5466309,514.7562256,807.7901001,29.06026268,834.8950195,968,760,0,191.9948883,50.71474838,62,501,3249,12.3,12.197,0.04,1.96,8.17,1.83789885,31.6,16,30.51 N,122.52 E,7.19,9.15,7.37,7.33
3804,2020/3/1,11:13:36,627.8780518,352.7648926,0,0,0,0,1799396.984,394933.7656,66637.33594,8230.608398,1858.788086,81.07656097,90.58126831,86.146875,513.6663208,26.8265625,885.5858765,514.7371826,808.3890381,29.05307007,834.9557495,967,758,0,192.4235535,51.04699707,62,502,3263,12.3,12.197,0.06,2.35,8.065,1.83789885,31.4,16,30.51 N,122.52 E,6.89,9.24,7.44,7.38
